Order_ID,Order_Date,Shipping_date,Aging,Ship_Mode,Product_Category,Product,jan_Sales,feb_sales,Quantity,Discount,Profit, Shipping_Cost ,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Country,Region,comments
AU-2015-127,3/8/2015,3/17/2015,9,First Class,Auto & Accessories,Car Media Players,140,222,1,0.01,58.6,$5.90 ,High,RR-00127,Peters Derr,Corporate,Lannion,Brittany,France,Central,
AU-2015-128,9/5/2015,9/6/2015,1,First Class,Auto & Accessories,Car Speakers,211,199,3,0.01,124.7,$12.50 ,High,WE-00128,Gillespie Zewe,Consumer,Los Angeles,California,United States,West,
AU-2015-129,10/22/2015,10/25/2015,3,First Class,Auto & Accessories,Car Body Covers,117,111,5,0.04,13.6,$1.40 ,High,AM-00129,Watkins Cunningham,Corporate,Iserlohn,North Rhine-Westphalia,Germany,Central,
AU-2015-130,3/18/2015,3/21/2015,3,First Class,Auto & Accessories,Car & Bike Care,118,33,5,0.02,26.2,$2.60 ,Medium,ON-00130,James Bolton,Consumer,Kalemie,Katanga,Democratic Republic of the Congo,Africa,
AU-2015-131,10/30/2015,11/1/2015,2,First Class,Auto & Accessories,Tyre,250,250,3,0.02,155,$15.50 ,High,EN-00131,Hebert Wooten,Home Office,Marseille,Provence-Alpes-Côte d'Azur,France,Central,
AU-2015-132,8/12/2015,8/15/2015,3,First Class,Auto & Accessories,Bike Tyres,72,83,5,0.05,14.4,$1.40 ,Critical,DT-00132,Rojas Schmidt,Home Office,Los Angeles,California,United States,West,
AU-2015-133,10/13/2015,10/20/2015,7,First Class,Auto & Accessories,Car Mat,54,192,1,0.02,54,$5.40 ,High,ON-00133,Bean Thompson,Corporate,Soyapango,San Salvador,El Salvador,Central,
AU-2015-134,8/13/2015,8/22/2015,9,First Class,Auto & Accessories,Car Seat Covers,114,65,5,0.05,5.5,$0.60 ,Critical,EN-00134,Schneider Hansen,Corporate,Ivry-sur-Seine,Ile-de-France,France,Central,
AU-2015-135,10/22/2015,10/26/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,2,0.02,141.8,$14.20 ,Critical,TT-00135,Martinez Arnett,Corporate,Kanpur,Uttar Pradesh,India,Central Asia,
AU-2015-136,7/30/2015,8/5/2015,6,First Class,Auto & Accessories,Car Media Players,140,220,1,0.03,55.8,$5.60 ,High,UE-00136,Snow Pardue,Consumer,Cartagena,Bolívar,Colombia,South,
AU-2015-137,10/14/2015,10/24/2015,10,First Class,Auto & Accessories,Car Speakers,211,104,4,0.02,114.1,$11.40 ,Critical,LS-00137,Bradley Daniels,Corporate,Cancún,Quintana Roo,Mexico,North,
AU-2015-138,10/10/2015,10/16/2015,6,First Class,Auto & Accessories,Car Body Covers,117,149,5,0.04,13.6,$1.40 ,Critical,KY-00138,Cantu Zandusky,Corporate,Harbin,Heilongjiang,China,North Asia,
AU-2015-139,1/8/2015,1/9/2015,1,First Class,Auto & Accessories,Car & Bike Care,118,222,5,0.04,14.4,$1.40 ,Critical,TZ-00139,Maxwell Katz,Consumer,Kumasi,Ashanti,Ghana,Africa,
AU-2015-140,6/26/2015,6/29/2015,3,First Class,Auto & Accessories,Tyre,250,199,4,0.05,120,$12.00 ,Medium,ER-00140,Mills Collister,Consumer,Delhi,Delhi,India,Central Asia,
AU-2015-141,11/11/2015,11/13/2015,2,First Class,Auto & Accessories,Bike Tyres,72,111,5,0.05,14.4,$1.40 ,Critical,CH-00141,Johnston Ducich,Consumer,London,England,United Kingdom,North,
AU-2015-142,11/1/2015,11/3/2015,2,First Class,Auto & Accessories,Car Mat,54,33,5,0.03,10.8,$1.10 ,Medium,LE-00142,Owens Carlisle,Consumer,Khorramabad,Lorestan,Iran,EMEA,
AU-2015-143,3/23/2015,3/26/2015,3,First Class,Auto & Accessories,Car Seat Covers,114,250,4,0.05,11.2,$1.10 ,Critical,EY-00143,Robertson Coakley,Consumer,Barletta,Apulia,Italy,South,
AU-2015-144,10/4/2015,10/8/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,1,0.05,139.5,$13.90 ,Critical,NI-00144,Arnold Crestani,Consumer,Kharkiv,Kharkiv,Ukraine,EMEA,
AU-2015-145,12/19/2015,12/26/2015,7,First Class,Auto & Accessories,Car Media Players,140,192,5,0.01,53,$5.30 ,Critical,CK-00145,Nicholson Murdock,Consumer,London,England,United Kingdom,North,
AU-2015-146,9/27/2015,10/2/2015,5,First Class,Auto & Accessories,Car Speakers,211,65,5,0.04,88.8,$8.90 ,High,NG-00146,Shaw Chung,Consumer,Managua,Managua,Nicaragua,Central,
AU-2015-147,8/23/2015,8/29/2015,6,First Class,Auto & Accessories,Car Body Covers,117,130,1,0.02,34.7,$3.50 ,Critical,OE-00147,Francis Jarboe,Consumer,Bundaberg,Queensland,Australia,Oceania,
AU-2015-148,12/18/2015,12/21/2015,3,First Class,Auto & Accessories,Car & Bike Care,118,220,5,0.05,8.5,$0.90 ,Medium,RE-00148,Jefferson Macintyre,Consumer,Valparaíso de Goiás,Goiás,Brazil,South,
AU-2015-149,2/7/2015,2/12/2015,5,First Class,Auto & Accessories,Tyre,250,104,1,0.04,160,$16.00 ,Critical,LE-00149,Jordan Carlisle,Corporate,Kermanshah,Kermanshah,Iran,EMEA,
AU-2015-150,8/29/2015,9/6/2015,8,First Class,Auto & Accessories,Bike Tyres,72,149,3,0.02,24,$2.40 ,High,PO-00150,Gallagher Ocampo,Corporate,Thane,Maharashtra,India,Central Asia,
AU-2015-151,11/2/2015,11/5/2015,3,First Class,Auto & Accessories,Car Mat,54,222,4,0.05,13.5,$1.40 ,High,ER-00151,Marks Schneider,Home Office,New York City,New York,United States,East,
AU-2015-152,1/25/2015,1/27/2015,2,First Class,Auto & Accessories,Car Seat Covers,114,199,4,0.04,15.8,$1.60 ,Critical,LS-00152,Andrews Daniels,Corporate,Bangalore,Karnataka,India,Central Asia,
AU-2015-153,10/13/2015,10/23/2015,10,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,1,0.03,144.1,$14.40 ,Critical,ER-00153,Coleman Bremer,Consumer,Yaounde,Centre,Cameroon,Africa,
AU-2015-154,10/2/2015,10/8/2015,6,First Class,Auto & Accessories,Car Media Players,140,33,1,0.01,58.6,$5.90 ,High,DT-00154,Serrano Schmidt,Consumer,Xiamen,Fujian,China,North Asia,
AU-2015-155,7/25/2015,7/27/2015,2,First Class,Auto & Accessories,Car Speakers,211,250,5,0.03,99.4,$9.90 ,High,TT-00155,Hess Prescott,Home Office,Jieyang,Guangdong,China,North Asia,
AU-2015-156,3/24/2015,4/1/2015,8,First Class,Auto & Accessories,Car Body Covers,117,83,4,0.01,32.3,$3.20 ,Critical,ON-00156,Nash Melton,Home Office,New York City,New York,United States,East,
AU-2015-157,7/3/2015,7/5/2015,2,First Class,Auto & Accessories,Car & Bike Care,118,192,1,0.05,32.1,$3.20 ,Critical,AK-00157,Wyatt Pak,Home Office,Ningbo,Zhejiang,China,North Asia,
AU-2015-158,7/24/2015,7/28/2015,4,First Class,Auto & Accessories,Tyre,250,65,3,0.01,162.5,$16.30 ,Medium,LE-00158,Brady Lonsdale,Consumer,Manila,National Capital,Philippines,Southeast Asia,
AU-2015-159,8/31/2015,9/1/2015,1,First Class,Auto & Accessories,Bike Tyres,72,130,3,0.01,24,$2.40 ,High,AN-00159,Blevins Thurman,Consumer,Antony,Ile-de-France,France,Central,
AU-2015-160,3/14/2015,3/23/2015,9,First Class,Auto & Accessories,Car Mat,54,220,5,0.03,10.8,$1.10 ,Medium,DE-00160,Allison Meade,Corporate,Mobile,Alabama,United States,South,
AU-2015-161,4/9/2015,4/18/2015,9,First Class,Auto & Accessories,Car Seat Covers,114,104,2,0.01,31.7,$3.20 ,High,ER-00161,Montoya Ritter,Corporate,Barcelona,Catalonia,Spain,South,
AU-2015-162,2/23/2015,2/26/2015,3,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,4,0.03,123.3,$12.30 ,Critical,DY-00162,Lindsey Kennedy,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,
AU-2015-163,10/7/2015,10/13/2015,6,First Class,Auto & Accessories,Car Media Players,140,222,1,0.03,55.8,$5.60 ,Critical,RI-00163,Clay Molinari,Home Office,Mashhad,Razavi Khorasan,Iran,EMEA,
AU-2015-164,5/24/2015,5/25/2015,1,First Class,Auto & Accessories,Car Speakers,211,199,2,0.02,122.6,$12.30 ,Medium,KE-00164,Holt Glocke,Corporate,Palma de Mallorca,Balearic Islands,Spain,South,
AU-2015-165,6/10/2015,6/19/2015,9,First Class,Auto & Accessories,Car Body Covers,117,111,4,0.02,27.6,$2.80 ,Critical,TH-00165,Ayers Smith,Home Office,Coyoacán,Distrito Federal,Mexico,North,
AU-2015-166,9/26/2015,10/3/2015,7,First Class,Auto & Accessories,Car & Bike Care,118,33,1,0.01,36.8,$3.70 ,Critical,NS-00166,Vega Hopkins,Corporate,Johannesburg,Gauteng,South Africa,Africa,
AU-2015-167,5/17/2015,5/18/2015,1,First Class,Auto & Accessories,Tyre,250,250,5,0.02,145,$14.50 ,Critical,KY-00167,Cantu Zandusky,Corporate,Harbin,Heilongjiang,China,North Asia,
AU-2015-168,10/19/2015,10/20/2015,1,First Class,Auto & Accessories,Bike Tyres,72,83,1,0.03,72,$7.20 ,High,AN-00168,Haley Wasserman,Consumer,Santiago de Cuba,Santiago de Cuba,Cuba,Caribbean,
AU-2015-169,9/8/2015,9/10/2015,2,First Class,Auto & Accessories,Car Mat,54,192,5,0.05,10.8,$1.10 ,Critical,IS-00169,Lester Preis,Home Office,Bogotá,Bogota,Colombia,South,
AU-2015-170,12/16/2015,12/21/2015,5,First Class,Auto & Accessories,Car Seat Covers,114,65,2,0.04,24.9,$2.50 ,High,AN-00170,Mason Chapman,Consumer,Lublin,Lublin,Poland,EMEA,
AU-2015-171,12/16/2015,12/17/2015,1,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,4,0.02,132.5,$13.30 ,High,AN-00171,Savage Phan,Consumer,Bethlehem,Pennsylvania,United States,East,
AU-2015-172,1/1/2015,1/9/2015,8,First Class,Auto & Accessories,Car Media Players,140,220,4,0.02,48.8,$4.90 ,Critical,HY-00172,Mathis Mccarthy,Consumer,Zapopan,Jalisco,Mexico,North,
AU-2015-173,2/19/2015,2/27/2015,8,First Class,Auto & Accessories,Car Speakers,211,104,4,0.01,122.6,$12.30 ,Medium,SS-00173,Austin Demoss,Home Office,Sydney,New South Wales,Australia,Oceania,
AU-2015-174,9/15/2015,9/20/2015,5,First Class,Auto & Accessories,Car Body Covers,117,149,5,0.03,19.5,$1.90 ,High,EN-00174,Hale Goldenen,Consumer,Eindhoven,North Brabant,Netherlands,Central,
AU-2015-175,2/14/2015,2/15/2015,1,First Class,Auto & Accessories,Car & Bike Care,118,222,5,0.01,32.1,$3.20 ,High,EN-00175,Duncan Dahlen,Home Office,New York City,New York,United States,East,
AU-2015-176,4/2/2015,4/7/2015,5,First Class,Auto & Accessories,Tyre,250,199,5,0.03,132.5,$13.30 ,High,NS-00176,Vega Hopkins,Corporate,Quetzaltenango,Quezaltenango,Guatemala,Central,
AU-2015-177,3/8/2015,3/18/2015,10,First Class,Auto & Accessories,Bike Tyres,72,111,2,0.03,36,$3.60 ,Critical,EN-00177,Sexton Sorensen,Consumer,Antiguo Cuscatlán,La Libertad,El Salvador,Central,
AU-2015-178,12/17/2015,12/22/2015,5,First Class,Auto & Accessories,Car Mat,54,33,2,0.04,27,$2.70 ,High,RY-00178,Houston Leatherbury,Consumer,Bacolod City,Western Visayas,Philippines,Southeast Asia,
AU-2015-179,10/13/2015,10/23/2015,10,First Class,Auto & Accessories,Car Seat Covers,114,250,2,0.03,27.2,$2.70 ,Critical,LL-00179,Giles Turnell,Consumer,Wuxi,Jiangsu,China,North Asia,
AU-2015-180,3/23/2015,4/2/2015,10,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,1,0.05,139.5,$13.90 ,High,LL-00180,Boone Maxwell,Corporate,Deuil-la-Barre,Ile-de-France,France,Central,
AU-2015-181,7/20/2015,7/26/2015,6,First Class,Auto & Accessories,Car Media Players,140,192,5,0.05,25,$2.50 ,High,ET-00181,King Bailliet,Consumer,Lafayette,Louisiana,United States,South,
AU-2015-182,12/6/2015,12/8/2015,2,First Class,Auto & Accessories,Car Speakers,211,65,1,0.02,126.8,$12.70 ,High,EN-00182,Kelly Braden,Corporate,Jhansi,Uttar Pradesh,India,Central Asia,
AU-2015-183,1/21/2015,1/23/2015,2,First Class,Auto & Accessories,Car Body Covers,117,130,5,0.04,13.6,$1.40 ,Medium,CH-00183,Bates Gockenbach,Consumer,Wafangdian,Liaoning,China,North Asia,
AU-2015-184,4/5/2015,4/7/2015,2,First Class,Auto & Accessories,Car & Bike Care,118,220,4,0.03,23.8,$2.40 ,Critical,ON-00184,House Stevenson,Home Office,San Juan de la Maguana,San Juan,Dominican Republic,Caribbean,
AU-2015-185,3/11/2015,3/14/2015,3,First Class,Auto & Accessories,Tyre,250,104,4,0.05,120,$12.00 ,Critical,ER-00185,Day Ferrer,Home Office,Antananarivo,Analamanga,Madagascar,Africa,
AU-2015-186,11/12/2015,11/20/2015,8,First Class,Auto & Accessories,Bike Tyres,72,149,3,0.01,24,$2.40 ,Critical,ES-00186,Hodges Jones,Consumer,Quetta,Baluchistan,Pakistan,Central Asia,
AU-2015-187,5/21/2015,5/23/2015,2,First Class,Auto & Accessories,Car Mat,54,222,5,0.02,10.8,$1.10 ,High,ON-00187,Hatfield Trafton,Consumer,Shenyang,Liaoning,China,North Asia,
AU-2015-188,8/11/2015,8/12/2015,1,First Class,Auto & Accessories,Car Seat Covers,114,199,1,0.05,28.3,$2.80 ,Critical,IN-00188,Barker Haberlin,Corporate,Casablanca,Grand Casablanca,Morocco,Africa,
AU-2015-189,9/24/2015,9/28/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,5,0.02,127.9,$12.80 ,Medium,LS-00189,Lane Daniels,Consumer,Soacha,Cundinamarca,Colombia,South,
AU-2015-190,9/12/2015,9/19/2015,7,First Class,Auto & Accessories,Car Media Players,140,33,3,0.01,55.8,$5.60 ,Medium,KE-00190,Holt Glocke,Corporate,Puebla,Puebla,Mexico,North,
AU-2015-191,5/21/2015,5/23/2015,2,First Class,Auto & Accessories,Car Speakers,211,250,4,0.03,105.7,$10.60 ,High,ON-00191,Spears Thornton,Corporate,Ris-Orangis,Ile-de-France,France,Central,
AU-2015-192,2/15/2015,2/20/2015,5,First Class,Auto & Accessories,Car Body Covers,117,83,2,0.02,32.3,$3.20 ,Critical,EN-00192,Gardner Craven,Consumer,Managua,Managua,Nicaragua,Central,
AU-2015-193,7/8/2015,7/14/2015,6,First Class,Auto & Accessories,Car & Bike Care,118,192,2,0.02,33.3,$3.30 ,Critical,LY-00193,Juarez Shonely,Consumer,Levallois-Perret,Ile-de-France,France,Central,
AU-2015-194,6/14/2015,6/22/2015,8,First Class,Auto & Accessories,Tyre,250,65,5,0.04,120,$12.00 ,Medium,NT-00194,Heath O'Briant,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,
AU-2015-195,1/5/2015,1/12/2015,7,First Class,Auto & Accessories,Bike Tyres,72,130,3,0.03,24,$2.40 ,Medium,ER-00195,Day Ferrer,Home Office,Stoke-on-Trent,England,United Kingdom,North,
AU-2015-196,7/12/2015,7/22/2015,10,First Class,Auto & Accessories,Car Mat,54,220,1,0.05,54,$5.40 ,Medium,IN-00196,Ball Hagelstein,Corporate,São Paulo,São Paulo,Brazil,South,
AU-2015-197,7/8/2015,7/10/2015,2,First Class,Auto & Accessories,Car Seat Covers,114,104,3,0.03,23.7,$2.40 ,Medium,RE-00197,Schwartz Laware,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-198,5/13/2015,5/21/2015,8,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,3,0.03,130.2,$13.00 ,Medium,ZA-00198,Graves Garza,Home Office,Lehi,Utah,United States,West,
AU-2015-199,4/27/2015,5/4/2015,7,First Class,Auto & Accessories,Car Media Players,140,222,1,0.01,58.6,$5.90 ,Critical,AN-00199,Cherry Workman,Home Office,Masterton,Wellington,New Zealand,Oceania,
AU-2015-200,12/9/2015,12/11/2015,2,First Class,Auto & Accessories,Car Speakers,211,199,3,0.02,118.3,$11.80 ,Medium,EY-00200,Sanders Bradley,Home Office,Whangarei,Northland,New Zealand,Oceania,
AU-2015-201,7/9/2015,7/13/2015,4,First Class,Auto & Accessories,Car Body Covers,117,111,3,0.03,26.5,$2.60 ,High,RE-00201,Tanner Sayre,Consumer,Vancouver,British Columbia,Canada,Canada,
AU-2015-202,11/16/2015,11/26/2015,10,First Class,Auto & Accessories,Car & Bike Care,118,33,4,0.01,33.3,$3.30 ,Critical,CE-00202,Hunter Chance,Consumer,Haninge,Stockholm,Sweden,North,
AU-2015-203,10/16/2015,10/17/2015,1,First Class,Auto & Accessories,Tyre,250,250,3,0.01,162.5,$16.30 ,Critical,ES-00203,Rios Jones,Consumer,Atlanta,Georgia,United States,South,
AU-2015-204,10/5/2015,10/13/2015,8,First Class,Auto & Accessories,Bike Tyres,72,83,3,0.03,24,$2.40 ,Medium,ET-00204,King Bailliet,Consumer,Minneapolis,Minnesota,United States,Central,
AU-2015-205,4/6/2015,4/16/2015,10,First Class,Auto & Accessories,Car Mat,54,192,2,0.04,27,$2.70 ,Critical,RF-00205,Mejia Waldorf,Corporate,Pozzuoli,Campania,Italy,South,
AU-2015-206,4/3/2015,4/5/2015,2,First Class,Auto & Accessories,Car Seat Covers,114,65,1,0.05,28.3,$2.80 ,High,ER-00206,Estrada Kiefer,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,
AU-2015-207,5/17/2015,5/24/2015,7,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,1,0.01,148.7,$14.90 ,Critical,LL-00207,Mcclain O'Donnell,Corporate,Matagalpa,Matagalpa,Nicaragua,Central,
AU-2015-208,5/22/2015,5/30/2015,8,First Class,Auto & Accessories,Car Media Players,140,220,5,0.03,39,$3.90 ,Medium,LE-00208,Owens Carlisle,Consumer,Clamart,Ile-de-France,France,Central,
AU-2015-209,5/1/2015,5/4/2015,3,First Class,Auto & Accessories,Car Speakers,211,104,1,0.04,122.6,$12.30 ,Critical,DS-00209,Dixon Childs,Corporate,Potchefstroom,North-West,South Africa,Africa,
AU-2015-210,6/18/2015,6/23/2015,5,First Class,Auto & Accessories,Car Body Covers,117,149,4,0.03,23,$2.30 ,Critical,EN-00210,Mullins Hansen,Consumer,Bordeaux,Aquitaine,France,Central,
AU-2015-211,11/16/2015,11/20/2015,4,First Class,Auto & Accessories,Car & Bike Care,118,222,2,0.04,28.6,$2.90 ,Medium,ON-00211,Alvarez Eaton,Corporate,Mexico City,Distrito Federal,Mexico,North,
AU-2015-212,9/2/2015,9/8/2015,6,First Class,Auto & Accessories,Tyre,250,199,5,0.03,132.5,$13.30 ,Medium,EE-00212,Norton Magee,Corporate,Bondy,Ile-de-France,France,Central,
AU-2015-213,12/31/2015,1/6/2016,6,First Class,Auto & Accessories,Bike Tyres,72,111,4,0.04,18,$1.80 ,High,ER-00213,Cameron Packer,Consumer,Houston,Texas,United States,Central,
AU-2015-214,11/19/2015,11/22/2015,3,First Class,Auto & Accessories,Car Mat,54,33,5,0.03,10.8,$1.10 ,Critical,IN-00214,Barker Haberlin,Corporate,Casablanca,Grand Casablanca,Morocco,Africa,
AU-2015-215,10/22/2015,10/23/2015,1,First Class,Auto & Accessories,Car Seat Covers,114,250,3,0.01,30.6,$3.10 ,Medium,LY-00215,Winters Shonely,Consumer,Santo André,São Paulo,Brazil,South,
AU-2015-216,1/24/2015,1/29/2015,5,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,5,0.05,93.3,$9.30 ,High,AN-00216,Miranda Ryan,Home Office,Providence,Rhode Island,United States,East,
AU-2015-217,11/11/2015,11/18/2015,7,First Class,Auto & Accessories,Car Media Players,140,192,2,0.04,48.8,$4.90 ,High,DT-00217,Serrano Schmidt,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-218,2/7/2015,2/13/2015,6,First Class,Auto & Accessories,Car Speakers,211,65,5,0.04,88.8,$8.90 ,Critical,RR-00218,Underwood Mcgarr,Home Office,Stoke-on-Trent,England,United Kingdom,North,
AU-2015-219,9/21/2015,9/30/2015,9,First Class,Auto & Accessories,Car Body Covers,117,130,3,0.05,19.5,$1.90 ,Critical,ON-00219,Avery Wilson,Consumer,Philadelphia,Pennsylvania,United States,East,
AU-2015-220,6/6/2015,6/10/2015,4,First Class,Auto & Accessories,Car & Bike Care,118,220,5,0.05,8.5,$0.90 ,Medium,DO-00220,Brown Airdo,Corporate,Geelong,Victoria,Australia,Oceania,
AU-2015-221,8/18/2015,8/24/2015,6,First Class,Auto & Accessories,Tyre,250,104,4,0.04,130,$13.00 ,High,ON-00221,Yates Johnson,Consumer,Hamburg,Hamburg,Germany,Central,
AU-2015-222,5/6/2015,5/7/2015,1,First Class,Auto & Accessories,Bike Tyres,72,149,3,0.02,24,$2.40 ,Medium,LD-00222,Obrien Geld,Corporate,Prato,Tuscany,Italy,South,
AU-2015-223,7/26/2015,7/27/2015,1,First Class,Auto & Accessories,Car Mat,54,222,3,0.04,18,$1.80 ,Medium,AN-00223,Gay Willman,Consumer,San Francisco,California,United States,West,
AU-2015-224,5/13/2015,5/22/2015,9,First Class,Auto & Accessories,Car Seat Covers,114,199,3,0.05,16.9,$1.70 ,High,IE-00224,Olson Currie,Home Office,Canberra,Australian Capital Territory,Australia,Oceania,
AU-2015-225,2/25/2015,3/1/2015,4,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,111,5,0.03,116.4,$11.60 ,High,LD-00225,White Armold,Consumer,Colombo,Parana,Brazil,South,
AU-2015-226,1/23/2015,1/29/2015,6,First Class,Auto & Accessories,Car Media Players,140,33,2,0.04,48.8,$4.90 ,High,PO-00226,Gallagher Ocampo,Corporate,Thane,Maharashtra,India,Central Asia,
AU-2015-227,5/28/2015,6/7/2015,10,First Class,Auto & Accessories,Car Speakers,211,250,4,0.03,105.7,$10.60 ,Critical,LL-00227,Marshall Carroll,Consumer,Zhenjiang,Jiangsu,China,North Asia,
AU-2015-228,8/11/2015,8/16/2015,5,First Class,Auto & Accessories,Car Body Covers,117,83,3,0.01,33.5,$3.30 ,High,AN-00228,Blevins Thurman,Consumer,Antony,Ile-de-France,France,Central,
AU-2015-229,10/17/2015,10/24/2015,7,First Class,Auto & Accessories,Car & Bike Care,118,192,2,0.02,33.3,$3.30 ,High,NY-00229,Knight Company,Home Office,Troy,Ohio,United States,East,
AU-2015-230,5/12/2015,5/21/2015,9,First Class,Auto & Accessories,Tyre,250,65,4,0.05,120,$12.00 ,Critical,TT-00230,Martinez Arnett,Corporate,Kaliningrad,Kaliningrad,Russia,EMEA,
AU-2015-231,2/25/2015,3/2/2015,5,First Class,Auto & Accessories,Bike Tyres,72,130,4,0.05,18,$1.80 ,Medium,ON-00231,Jensen Foulston,Home Office,New York City,New York,United States,East,
AU-2015-232,2/11/2015,2/14/2015,3,First Class,Auto & Accessories,Car Mat,54,220,1,0.01,54,$5.40 ,High,AU-00232,Shelton Gastineau,Consumer,Ad Diwaniyah,Al Qadisiyah,Iraq,EMEA,
AU-2015-233,7/17/2015,7/22/2015,5,First Class,Auto & Accessories,Car Seat Covers,114,104,3,0.04,20.3,$2.00 ,High,IR-00233,Phelps Mcnair,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,
AU-2015-234,9/20/2015,9/21/2015,1,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,149,5,0.03,116.4,$11.60 ,Medium,SE-00234,Willis Crouse,Home Office,San Diego,California,United States,West,
AU-2015-235,6/5/2015,6/12/2015,7,First Class,Auto & Accessories,Car Media Players,140,222,3,0.01,55.8,$5.60 ,Medium,ER-00235,Nunez Lanier,Corporate,Perth,Western Australia,Australia,Oceania,
AU-2015-236,1/27/2015,2/5/2015,9,First Class,Auto & Accessories,Car Speakers,211,199,1,0.04,122.6,$12.30 ,Critical,EY-00236,Ruiz Darley,Corporate,Bayonne,Aquitaine,France,Central,
AU-2015-237,9/16/2015,9/22/2015,6,First Class,Auto & Accessories,Car Body Covers,117,111,1,0.02,34.7,$3.50 ,Medium,ED-00237,Johns Reed,Corporate,Wollongong,New South Wales,Australia,Oceania,
AU-2015-238,9/22/2015,9/23/2015,1,First Class,Auto & Accessories,Car & Bike Care,118,33,4,0.03,23.8,$2.40 ,Critical,LE-00238,Brady Lonsdale,Consumer,Lowell,Massachusetts,United States,East,
AU-2015-239,7/17/2015,7/21/2015,4,First Class,Auto & Accessories,Tyre,250,250,4,0.01,160,$16.00 ,Medium,ON-00239,Frost Tron,Consumer,Bologna,Emilia-Romagna,Italy,South,
AU-2015-240,4/27/2015,5/3/2015,6,First Class,Auto & Accessories,Bike Tyres,72,83,2,0.05,36,$3.60 ,High,RD-00240,Wright Baird,Consumer,León,León,Nicaragua,Central,
AU-2015-241,8/19/2015,8/25/2015,6,First Class,Auto & Accessories,Car Mat,54,192,5,0.01,10.8,$1.10 ,High,TT-00241,Gallegos Rosenblatt,Consumer,Kaunas,Kaunas,Lithuania,EMEA,
AU-2015-242,12/3/2015,12/11/2015,8,First Class,Auto & Accessories,Car Seat Covers,114,65,1,0.04,29.4,$2.90 ,High,OK-00242,Lewis Ashbrook,Corporate,Mexicali,Baja California,Mexico,North,
AU-2015-243,8/5/2015,8/8/2015,3,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,130,2,0.02,141.8,$14.20 ,Critical,AM-00243,Watkins Cunningham,Corporate,Springfield,Virginia,United States,South,
AU-2015-244,1/28/2015,2/6/2015,9,First Class,Auto & Accessories,Car Media Players,140,220,5,0.04,32,$3.20 ,High,CH-00244,Russell Buch,Home Office,Gold Coast,Queensland,Australia,Oceania,
AU-2015-245,3/26/2015,4/3/2015,8,First Class,Auto & Accessories,Car Speakers,211,104,1,0.04,122.6,$12.30 ,Critical,EL-00245,Velasquez Staebel,Consumer,Ravenna,Emilia-Romagna,Italy,South,
AU-2015-246,10/4/2015,10/13/2015,9,First Class,Auto & Accessories,Car Body Covers,117,149,1,0.04,32.3,$3.20 ,Medium,ON-00246,Huffman Nockton,Consumer,Lafayette,Louisiana,United States,South,
AU-2015-247,1/23/2015,1/31/2015,8,First Class,Auto & Accessories,Car & Bike Care,118,222,5,0.01,32.1,$3.20 ,Medium,NS-00247,Armstrong Dawkins,Home Office,Mixco,Guatemala,Guatemala,Central,
AU-2015-248,9/16/2015,9/20/2015,4,First Class,Auto & Accessories,Tyre,250,199,4,0.04,130,$13.00 ,Critical,EN-00248,Leonard Hallsten,Corporate,Basel,Basel-Stadt,Switzerland,Central,
AU-2015-249,3/16/2015,3/26/2015,10,First Class,Auto & Accessories,Bike Tyres,72,111,3,0.01,24,$2.40 ,Critical,IS-00249,Lester Preis,Home Office,Seoul,Seoul,South Korea,North Asia,
AU-2015-250,1/30/2015,2/9/2015,10,First Class,Auto & Accessories,Car Mat,54,33,1,0.04,54,$5.40 ,Critical,IS-00250,Gilmore Norris,Home Office,Rueil-Malmaison,Ile-de-France,France,Central,
AU-2015-251,1/2/2015,1/10/2015,8,First Class,Auto & Accessories,Car Seat Covers,114,250,1,0.03,30.6,$3.10 ,Medium,IS-00251,Gilmore Norris,Home Office,Makurdi,Benue,Nigeria,Africa,
AU-2015-252,11/24/2015,11/30/2015,6,First Class,Auto & Accessories,Car Pillow & Neck Rest,231,83,5,0.02,127.9,$12.80 ,High,CK-00252,Barnett Garverick,Home Office,Bandirma,Balikesir,Turkey,EMEA,
